Wavelength (nm),Air_n,Air_k,Cu_n,Cu_k,SiO2_n,SiO2_k,Zn0.16_n,Zn0.16_k
467.0,1.0002799474867015,0.0,1.2478536585365854,2.4645414634146343,1.46435,0.0,1.9790245996597664,1.2906602902156938
468.0,1.000279915609996,0.0,1.2483414634146341,2.468736585365854,1.464278137254902,0.0,1.9820623998541858,1.2923058815210116
469.0,1.0002798837332905,0.0,1.248829268292683,2.4729317073170733,1.4642188235294118,0.0,1.9851002000486049,1.2939514728263295
470.0,1.000279851856585,0.0,1.2493170731707317,2.477126829268293,1.4641595098039217,0.0,1.9881380002430242,1.2955970641316472
471.0,1.0002798199798795,0.0,1.2498048780487805,2.4813219512195124,1.4641001960784314,0.0,1.9911766124384473,1.2972413562353589
472.0,1.000279788103174,0.0,1.249265306122449,2.484983673469388,1.4640408823529412,0.0,1.9942213846333128,1.2988757923399628
473.0,1.0002797562264685,0.0,1.2480408163265306,2.4882897959183676,1.463981568627451,0.0,1.9972661568281782,1.3005102284445667
474.0,1.000279724349763,0.0,1.2468163265306123,2.4915959183673473,1.4639222549019608,0.0,2.0003109290230436,1.3021446645491705
475.0,1.0002796924730575,0.0,1.2455918367346939,2.4949020408163265,1.4638629411764708,0.0,2.003355701217909,1.3037791006537744
476.0,1.0002796605963522,0.0,1.2443673469387755,2.498208163265306,1.4638036274509805,0.0,2.006400876556175,1.305412231120972
477.0,1.0002796287196467,0.0,1.243142857142857,2.501514285714286,1.4637443137254902,0.0,2.0094498313439564,1.3070331213018276
478.0,1.0002795968429412,0.0,1.2419183673469387,2.5048204081632655,1.4636850000000001,0.0,2.012498786131738,1.3086540114826832
479.0,1.0002795673175398,0.0,1.2406938775510203,2.508126530612245,1.4636256862745098,0.0,2.015547740919519,1.3102749016635389
480.0,1.0002795383799645,0.0,1.239469387755102,2.5114326530612248,1.4635663725490198,0.0,2.0185966957073003,1.3118957918443945
481.0,1.000279509442389,0.0,1.2382448979591836,2.514738775510204,1.4635070588235295,0.0,2.021645984940479,1.3135156788527274
482.0,1.0002794805048136,0.0,1.2370204081632652,2.5180448979591836,1.4634477450980392,0.0,2.0246993227358927,1.315123422155623
483.0,1.0002794515672384,0.0,1.235795918367347,2.5213510204081633,1.4633884313725491,0.0,2.027752660531306,1.3167311654585185
484.0,1.000279422629663,0.0,1.2345714285714287,2.524657142857143,1.4633291176470589,0.0,2.03080599832672,1.3183389087614141
485.0,1.0002793936920877,0.0,1.2333469387755103,2.5279632653061226,1.4632698039215686,0.0,2.0338593361221338,1.3199466520643097
486.0,1.0002793647545123,0.0,1.2321224489795919,2.5312693877551022,1.4632104901960785,0.0,2.0369129091179823,1.3215536673658586
487.0,1.000279335816937,0.0,1.2308979591836735,2.5345755102040814,1.4631511764705882,0.0,2.0399704301136636,1.3231484626679255
488.0,1.0002793068793616,0.0,1.2296734693877551,2.537881632653061,1.4630918627450982,0.0,2.043027951109345,1.3247432579699925
489.0,1.0002792779417864,0.0,1.2284489795918367,2.5411877551020408,1.4630325490196079,0.0,2.0460854721050263,1.3263380532720592
490.0,1.000279249004211,0.0,1.2272244897959184,2.5444938775510204,1.4629732352941176,0.0,2.0491429931007077,1.3279328485741262
491.0,1.0002792200666355,0.0,1.226,2.5478,1.4629139215686275,0.0,2.052200607675454,1.3295272046596458
492.0,1.0002791911290603,0.0,1.2247755102040816,2.5511061224489797,1.4628546078431373,0.0,2.055260717661727,1.3311098484456725
493.0,1.0002791627083396,0.0,1.2235510204081632,2.554412244897959,1.4627952941176472,0.0,2.058320827648,1.332692492231699
494.0,1.0002791363550383,0.0,1.2223265306122448,2.5577183673469386,1.462735980392157,0.0,2.061380937634273,1.3342751360177256
495.0,1.000279110001737,0.0,1.2211020408163265,2.5610244897959182,1.4626766666666666,0.0,2.064441047620546,1.335857779803752
496.0,1.0002790836484357,0.0,1.21984,2.564176,1.4626173529411766,0.0,2.0674989368520023,1.3374413419802074
497.0,1.000279057295134,0.0,1.21824,2.565936,1.4625580392156863,0.0,2.0704208026390014,1.3390811564851557
498.0,1.0002790309418328,0.0,1.21664,2.567696,1.462498725490196,0.0,2.073342668426001,1.3407209709901038
499.0,1.0002790045885315,0.0,1.2150400000000001,2.569456,1.462439411764706,0.0,2.0762645342130006,1.342360785495052
500.0,1.0002789782352302,0.0,1.21344,2.571216,1.4623800980392156,0.0,2.0791864,1.3440006
501.0,1.0002789518819288,0.0,1.21184,2.572976,1.4623207843137256,0.0,2.082108265787,1.345640414504948
502.0,1.0002789255286273,0.0,1.21024,2.574736,1.4622614705882353,0.0,2.08503449637456,1.3472691186084684
503.0,1.000278899175326,0.0,1.20864,2.576496,1.462202156862745,0.0,2.08796074456184,1.3488977779127027
504.0,1.0002788728220247,0.0,1.20704,2.578256,1.462142843137255,0.0,2.0908869927491196,1.3505264372169368
505.0,1.0002788464687233,0.0,1.20544,2.580016,1.4620835294117647,0.0,2.0938132409363996,1.352155096521171
506.0,1.000278820115422,0.0,1.20384,2.581776,1.4620242156862746,0.0,2.0967394891236792,1.353783755825405
507.0,1.0002787937621205,0.0,1.20224,2.583536,1.4619649019607843,0.0,2.099672735143915,1.3554042500109063
508.0,1.0002787687780232,0.0,1.20064,2.585296,1.461905588235294,0.0,2.102606153947317,1.3570245425918428
509.0,1.0002787447067287,0.0,1.1990399999999999,2.587056,1.4618509066666667,0.0,2.1055395727507187,1.3586448351727791
510.0,1.0002787206354342,0.0,1.19744,2.588816,1.4618031733333334,0.0,2.1084729915541205,1.3602651277537157
511.0,1.0002786965641397,0.0,1.19584,2.590576,1.46175544,0.0,2.1114064103575223,1.361885420334652
512.0,1.0002786724928452,0.0,1.19424,2.592336,1.4617077066666666,0.0,2.114346684117783,1.3634982876258945
513.0,1.0002786484215507,0.0,1.19264,2.594096,1.4616599733333333,0.0,2.1172872747059808,1.365110811729096
514.0,1.0002786243502562,0.0,1.1910399999999999,2.595856,1.46161224,0.0,2.1202278652941784,1.3667233358322977
515.0,1.0002786002789616,0.0,1.1894399999999998,2.597616,1.4615645066666667,0.0,2.1231684558823765,1.368335859935499
516.0,1.0002785762076671,0.0,1.18784,2.599376,1.4615167733333334,0.0,2.126109046470574,1.3699483840387006
517.0,1.0002785521363726,0.0,1.18624,2.6011360000000003,1.46146904,0.0,2.12905355145914,1.3715512153409906
518.0,1.000278528065078,0.0,1.18464,2.6028960000000003,1.4614213066666666,0.0,2.1319983252476056,1.3731533810435292
519.0,1.0002785039937836,0.0,1.1830399999999999,2.6046560000000003,1.4613735733333333,0.0,2.1349430990360707,1.374755546746068
520.0,1.000278479922489,0.0,1.1814399999999998,2.6064160000000003,1.46132584,0.0,2.1378878728245363,1.3763577124486064
521.0,1.0002784558511946,0.0,1.17942238267148,2.6078880866425993,1.4612781066666667,0.0,2.140832646613002,1.377959878151145
522.0,1.0002784317799,0.0,1.1736462093862814,2.6067689530685922,1.4612303733333334,0.0,2.1437814326653295,1.3795525587591118
523.0,1.0002784097317494,0.0,1.1678700361010828,2.6056498194945847,1.46118264,0.0,2.1467305882666037,1.3811443657438993
524.0,1.0002783876835988,0.0,1.1620938628158843,2.6045306859205777,1.4611349066666668,0.0,2.149679743867878,1.382736172728687
525.0,1.000278365635448,0.0,1.1563176895306857,2.6034115523465706,1.4610871733333333,0.0,2.152628899469152,1.3843279797134747
526.0,1.0002783435872973,0.0,1.1505415162454873,2.602292418772563,1.46103944,0.0,2.155578055070426,1.3859197866982624
527.0,1.0002783215391466,0.0,1.1447653429602886,2.601173285198556,1.4609917066666667,0.0,2.158530957596692,1.3875026739697374
528.0,1.000278299490996,0.0,1.1389891696750902,2.600054151624549,1.4609439733333334,0.0,2.1614842969857055,1.3890845212709757
529.0,1.0002782774428451,0.0,1.1332129963898916,2.5989350180505415,1.46089624,0.0,2.164437636374719,1.3906663685722138
530.0,1.0002782553946945,0.0,1.127436823104693,2.5978158844765344,1.4608485066666668,0.0,2.1673909757637326,1.3922482158734522
531.0,1.0002782333465439,0.0,1.1216606498194945,2.596696750902527,1.4608007733333335,0.0,2.1703443151527466,1.3938300631746903
532.0,1.0002782112983932,0.0,1.115884476534296,2.59557761732852,1.46075304,0.0,2.173301316941961,1.3954031904754505
533.0,1.0002781892502426,0.0,1.1101083032490975,2.594458483754513,1.4607053066666666,0.0,2.1762588395312426,1.3969750777760512
534.0,1.0002781672020917,0.0,1.1043321299638988,2.5933393501805053,1.4606575733333333,0.0,2.179216362120524,1.398546965076652
535.0,1.000278145153941,0.0,1.0985559566787004,2.5922202166064983,1.46060984,0.0,2.1821738847098056,1.400118852377253
536.0,1.0002781231057905,0.0,1.0927797833935018,2.591101083032491,1.4605621066666667,0.0,2.1851314072990866,1.4016907396778537
537.0,1.0002781017777822,0.0,1.0870036101083032,2.5899819494584837,1.4605143733333334,0.0,2.1880925077852327,1.4032544475087154
538.0,1.0002780815299877,0.0,1.0812274368231047,2.5888628158844766,1.46046664,0.0,2.1910542129848105,1.4048167728974892
539.0,1.000278061282193,0.0,1.075451263537906,2.587743682310469,1.4604189066666666,0.0,2.194015918184388,1.4063790982862627
540.0,1.0002780410343985,0.0,1.0696750902527077,2.586624548736462,1.4603711733333333,0.0,2.1969776233839653,1.4079414236750363
541.0,1.0002780207866042,0.0,1.063898916967509,2.585505415162455,1.46032344,0.0,2.1999393285835427,1.4095037490638098
542.0,1.0002780005388097,0.0,1.0581227436823106,2.5843862815884475,1.4602757066666667,0.0,2.2029043622747047,1.4110582539154755
543.0,1.0002779802910151,0.0,1.052346570397112,2.5832671480144405,1.4602279733333334,0.0,2.2058700520645087,1.412611217214865
544.0,1.0002779600432206,0.0,1.0465703971119136,2.5821480144404334,1.4601802400000001,0.0,2.2088357418543128,1.4141641805142546
545.0,1.000277939795426,0.0,1.040794223826715,2.581028880866426,1.4601325066666666,0.0,2.2118014316441172,1.4157171438136442
546.0,1.0002779195476315,0.0,1.0350180505415163,2.579909747292419,1.4600847733333333,0.0,2.2147671214339213,1.417270107113034
547.0,1.000277899299837,0.0,1.0292418772563179,2.5787906137184113,1.4600441747572817,0.0,2.217735084823748,1.4188206344123997
548.0,1.0002778790520426,0.0,1.0234657039711192,2.5776714801444043,1.4600043689320388,0.0,2.22070356341373,1.4203706097115982
549.0,1.000277858804248,0.0,1.016179104477612,2.5785164179104476,1.4599645631067961,0.0,2.223672042003713,1.4219205850107965
550.0,1.0002778385564535,0.0,1.006626865671642,2.582307462686567,1.4599247572815535,0.0,2.226640520593696,1.423470560309995
551.0,1.000277818308659,0.0,0.9970746268656718,2.5860985074626863,1.4598849514563108,0.0,2.2296089991836783,1.4250205356091934
552.0,1.0002777993470178,0.0,0.9875223880597016,2.589889552238806,1.459845145631068,0.0,2.2324700820805483,1.4266204066735177
553.0,1.000277780706915,0.0,0.9779701492537314,2.5936805970149255,1.4598053398058253,0.0,2.2353035024974695,1.4282331296554776
554.0,1.0002777620668124,0.0,0.9684179104477613,2.597471641791045,1.4597655339805826,0.0,2.238136922914391,1.4298458526374376
555.0,1.0002777434267096,0.0,0.958865671641791,2.601262686567164,1.4597257281553397,0.0,2.2409703433313126,1.4314585756193974
556.0,1.0002777247866068,0.0,0.9493134328358208,2.6050537313432836,1.459685922330097,0.0,2.243803763748234,1.4330712986013572
557.0,1.0002777061465042,0.0,0.9397611940298507,2.608844776119403,1.4596461165048544,0.0,2.2466405814010932,1.4346776914351962
558.0,1.0002776875064014,0.0,0.9302089552238805,2.6126358208955223,1.4596063106796118,0.0,2.2494783847827127,1.4362822475378878
559.0,1.0002776688662987,0.0,0.9206567164179104,2.616426865671642,1.459566504854369,0.0,2.252316188164332,1.4378868036405794
560.0,1.0002776502261959,0.0,0.9111044776119401,2.6202179104477614,1.4595266990291262,0.0,2.2551539915459515,1.439491359743271
561.0,1.0002776315860933,0.0,0.9015522388059699,2.624008955223881,1.4594868932038836,0.0,2.257991794927571,1.4410959158459626
562.0,1.0002776129459905,0.0,0.8919999999999998,2.6278,1.4594470873786407,0.0,2.2608327567090565,1.4426946063489028
563.0,1.0002775943058877,0.0,0.8824477611940296,2.6315910447761195,1.459407281553398,0.0,2.2636747432909434,1.4442913936510973
564.0,1.0002775756657851,0.0,0.8728955223880595,2.635382089552239,1.4593674757281554,0.0,2.266516729872831,1.4458881809532915
565.0,1.0002775570256823,0.0,0.8633432835820892,2.639173134328358,1.4593276699029125,0.0,2.2693587164547178,1.447484968255486
566.0,1.0002775386736535,0.0,0.853791044776119,2.642964179104478,1.4592878640776699,0.0,2.272200703036605,1.4490817555576805
567.0,1.0002775214739206,0.0,0.8442388059701489,2.6467552238805974,1.4592480582524272,0.0,2.275045910003046,1.4506726866249768
568.0,1.0002775042741878,0.0,0.8346865671641787,2.6505462686567167,1.4592082524271845,0.0,2.277892278418217,1.4522615056101686
569.0,1.0002774870744549,0.0,0.8251343283582084,2.654337313432836,1.4591684466019417,0.0,2.280738646833388,1.4538503245953602
570.0,1.0002774698747219,0.0,0.8155820895522383,2.6581283582089554,1.459128640776699,0.0,2.283585015248559,1.4554391435805518
571.0,1.0002774526749891,0.0,0.8060298507462681,2.661919402985075,1.4590888349514564,0.0,2.28643138366373,1.4570279625657436
572.0,1.0002774354752562,0.0,0.7964776119402979,2.665710447761194,1.4590490291262135,0.0,2.28928045808274,1.4586113705801502
573.0,1.0002774182755234,0.0,0.7869253731343278,2.669501492537314,1.4590092233009708,0.0,2.29213061186515,1.4601926202813502
574.0,1.0002774010757904,0.0,0.7773731343283575,2.6732925373134333,1.4589694174757282,0.0,2.2949807656475594,1.4617738699825502
575.0,1.0002773838760575,0.0,0.7678208955223873,2.6770835820895527,1.4589296116504855,0.0,2.2978309194299693,1.4633551196837502
576.0,1.0002773666763247,0.0,0.7582686567164172,2.680874626865672,1.4588898058252426,0.0,2.3006810732123792,1.4649363693849502
577.0,1.0002773494765917,0.0,0.7487164179104471,2.6846656716417914,1.45885,0.0,2.303535240594373,1.466513605486566
578.0,1.0002773322768588,0.0,0.7391641791044768,2.6884567164179107,1.4588142276422764,0.0,2.3063911711771525,1.4680890783873963
579.0,1.000277315077126,0.0,0.7296119402985066,2.6922477611940305,1.4587784552845529,0.0,2.309247101759932,1.4696645512882265
580.0,1.000277297877393,0.0,0.7200597014925365,2.69603880597015,1.4587426829268293,0.0,2.312103032342712,1.4712400241890569
581.0,1.0002772814543233,0.0,0.7105074626865663,2.6998298507462692,1.4587069105691057,0.0,2.3149589629254916,1.472815497089887
582.0,1.0002772655490286,0.0,0.7009552238805961,2.7036208955223886,1.4586711382113822,0.0,2.3178175811248867,1.4743862657781817
583.0,1.0002772496437342,0.0,0.6896253602305465,2.7169942363112405,1.4586353658536586,0.0,2.3206774951382263,1.4759547663661203
584.0,1.0002772337384396,0.0,0.6780979827089327,2.731432276657062,1.458599593495935,0.0,2.323537409151566,1.477523266954059
585.0,1.0002772178331452,0.0,0.6665706051873189,2.745870317002883,1.4585638211382113,0.0,2.326397323164905,1.479091767541998
586.0,1.0002772019278505,0.0,0.6550432276657052,2.7603083573487046,1.4585280487804877,0.0,2.3292572371782447,1.4806602681299366
587.0,1.000277186022556,0.0,0.6435158501440914,2.7747463976945257,1.4584922764227641,0.0,2.3321202811624517,1.4822247265250752
588.0,1.0002771701172615,0.0,0.6319884726224776,2.7891844380403468,1.4584565040650406,0.0,2.334984976545792,1.483787052225064
589.0,1.000277154211967,0.0,0.6204610951008638,2.8036224783861683,1.458420731707317,0.0,2.3378496719291326,1.485349377925053
590.0,1.0002771383066724,0.0,0.6089337175792501,2.8180605187319894,1.4583881651376147,0.0,2.340714367312473,1.4869117036250419
591.0,1.000277122401378,0.0,0.5974063400576363,2.832498559077811,1.4583569724770642,0.0,2.3435790626958135,1.4884740293250307
592.0,1.0002771064960834,0.0,0.5858789625360226,2.846936599423632,1.4583257798165137,0.0,2.3464469180785965,1.4900326894256666
593.0,1.000277090590789,0.0,0.5743515850144087,2.861374639769453,1.4582945871559634,0.0,2.3493165934622557,1.4915892383252856
594.0,1.0002770746854943,0.0,0.5628242074927949,2.8758126801152746,1.4582633944954129,0.0,2.352186268845915,1.4931457872249048
595.0,1.0002770587802,0.0,0.5512968299711811,2.8902507204610957,1.4582322018348624,0.0,2.355055944229574,1.494702336124524
596.0,1.0002770440415971,0.0,0.5397694524495674,2.904688760806917,1.4582010091743118,0.0,2.3579256196132334,1.496258885024143
597.0,1.0002770293029943,0.0,0.5282420749279536,2.9191268011527383,1.4581698165137615,0.0,2.3607976205976797,1.4978112723223533
598.0,1.0002770145643918,0.0,0.5167146974063398,2.9335648414985593,1.458138623853211,0.0,2.363671080781581,1.4993610484215392
599.0,1.000276999825789,0.0,0.5051873198847261,2.948002881844381,1.4581074311926605,0.0,2.366544540965483,1.5009108245207248
600.0,1.0002769850871862,0.0,0.4936599423631123,2.962440922190202,1.45807623853211,0.0,2.369418001149384,1.5024606006199104
601.0,1.0002769703485834,0.0,0.48213256484149847,2.9768789625360235,1.4580450458715597,0.0,2.3722914613332855,1.5040103767190962
602.0,1.0002769556099809,0.0,0.4706051873198847,2.9913170028818445,1.4580138532110092,0.0,2.375167052378438,1.5055561270320141
603.0,1.000276940871378,0.0,0.45907780979827095,3.0057550432276656,1.4579826605504587,0.0,2.3780440975894614,1.5070991300234
604.0,1.0002769261327753,0.0,0.44755043227665714,3.020193083573487,1.4579514678899081,0.0,2.380921142800485,1.5086421330147861
605.0,1.0002769113941725,0.0,0.4360230547550434,3.0346311239193082,1.4579202752293579,0.0,2.3837981880115082,1.510185136006172
606.0,1.00027689665557,0.0,0.4244956772334296,3.0490691642651297,1.4578890825688073,0.0,2.386675233222532,1.511728138997558
607.0,1.0002768819169672,0.0,0.4129682997118158,3.063507204610951,1.4578578899082568,0.0,2.389554452362114,1.513267252566493
608.0,1.0002768671783644,0.0,0.40144092219020205,3.077945244956772,1.4578266972477063,0.0,2.392435282946487,1.5148034830648118
609.0,1.0002768524397616,0.0,0.3899135446685883,3.0923832853025934,1.457795504587156,0.0,2.39531611353086,1.5163397135631305
610.0,1.0002768381229343,0.0,0.3783861671469745,3.1068213256484145,1.4577643119266055,0.0,2.3981969441152335,1.5178759440614493
611.0,1.0002768244387699,0.0,0.3668587896253607,3.121259365994236,1.457733119266055,0.0,2.4010777746996066,1.519412174559768
612.0,1.0002768107546056,0.0,0.3553314121037469,3.135697406340057,1.4577019266055045,0.0,2.403960592484582,1.5209447618569825
613.0,1.0002767970704411,0.0,0.34380403458213316,3.150135446685878,1.4576707339449542,0.0,2.4068450086691846,1.5224744187548804
614.0,1.0002767833862767,0.0,0.3322766570605194,3.1645734870316997,1.4576395412844037,0.0,2.4097294248537873,1.5240040756527784
615.0,1.0002767697021124,0.0,0.3207492795389056,3.179011527377521,1.4576083486238531,0.0,2.41261384103839,1.5255337325506766
616.0,1.000276756017948,0.0,0.3092219020172918,3.1934495677233423,1.4575771559633026,0.0,2.415498257222992,1.5270633894485746
617.0,1.0002767423337835,0.0,0.29962529274004696,3.207538641686182,1.4575459633027523,0.0,2.4183585202834377,1.5286030477908623
618.0,1.0002767286496193,0.0,0.2977517564402811,3.2202318501170955,1.4575147706422018,0.0,2.4211977174995782,1.5301514291815212
619.0,1.0002767149654548,0.0,0.29587822014051535,3.2329250585480085,1.4574835779816513,0.0,2.424036914715719,1.53169981057218
620.0,1.0002767012812903,0.0,0.2940046838407495,3.245618266978922,1.4574523853211008,0.0,2.4268761119318594,1.533248191962839
621.0,1.000276687597126,0.0,0.29213114754098374,3.2583114754098355,1.4574211926605505,0.0,2.429715309148,1.5347965733534976
622.0,1.0002766739129616,0.0,0.2902576112412179,3.2710046838407485,1.45739,0.0,2.4325010538748386,1.5363707596930727
623.0,1.0002766602287971,0.0,0.2883840749414521,3.283697892271662,1.4573588073394494,0.0,2.4352362692498923,1.5379693397953818
624.0,1.0002766465446329,0.0,0.2865105386416863,3.2963911007025755,1.4573276146788992,0.0,2.437971484624946,1.5395679198976908
625.0,1.0002766336248465,0.0,0.28463700234192046,3.309084309133489,1.4572964220183486,0.0,2.4407067,1.5411664999999999
626.0,1.0002766208961547,0.0,0.28276346604215463,3.321777517564402,1.4572652293577981,0.0,2.4434419153750535,1.5427650801023092
627.0,1.000276608167463,0.0,0.28088992974238886,3.3344707259953155,1.4572340366972476,0.0,2.446179000350592,1.5443609050039042
628.0,1.0002765954387711,0.0,0.279016393442623,3.347163934426229,1.4572028440366973,0.0,2.4489180005258877,1.5459539075058564
629.0,1.0002765827100795,0.0,0.27714285714285725,3.3598571428571424,1.4571716513761468,0.0,2.451657000701184,1.5475469100078085
630.0,1.0002765699813876,0.0,0.2752693208430914,3.3725503512880555,1.4571404587155963,0.0,2.45439600087648,1.5491399125097607
631.0,1.000276557252696,0.0,0.2733957845433256,3.385243559718969,1.4571092660550458,0.0,2.457135001051776,1.5507329150117128
632.0,1.000276544524004,0.0,0.2715222482435598,3.3979367681498824,1.4570780733944955,0.0,2.459875700169778,1.5523233685613838
633.0,1.0002765317953124,0.0,0.269648711943794,3.410629976580796,1.457046880733945,0.0,2.4626182853989804,1.5539109923467371
634.0,1.0002765190666205,0.0,0.2677751756440282,3.423323185011709,1.4570156880733944,0.0,2.465360870628183,1.5554986161320903
635.0,1.0002765063379289,0.0,0.26590163934426236,3.4360163934426224,1.456984495412844,0.0,2.4681034558573853,1.5570862399174437
636.0,1.000276493609237,0.0,0.26402810304449653,3.448709601873536,1.4569533027522936,0.0,2.4708460410865882,1.5586738637027968
637.0,1.0002764808805453,0.0,0.26215456674473075,3.461402810304449,1.456922110091743,0.0,2.473590344162842,1.5602589564329652
638.0,1.0002764681518534,0.0,0.2602810304449649,3.4740960187353624,1.4568909174311926,0.0,2.4763367147386095,1.5618410029342162
639.0,1.000276455596748,0.0,0.25840749414519915,3.486789227166276,1.456859724770642,0.0,2.4790830853143775,1.563423049435467
640.0,1.0002764437359877,0.0,0.2565339578454333,3.4994824355971894,1.4568285321100918,0.0,2.481829455890145,1.565005095936718
641.0,1.0002764318752275,0.0,0.2546604215456675,3.5121756440281025,1.4567973394495413,0.0,2.4845758264659126,1.566587142437969
642.0,1.0002764200144671,0.0,0.2527868852459017,3.524868852459016,1.4567661467889907,0.0,2.4873241842420835,1.5681676337389046
643.0,1.000276408153707,0.0,0.2509133489461359,3.5375620608899294,1.4567349541284402,0.0,2.4900751364181444,1.569746094639926
644.0,1.0002763962929466,0.0,0.24903981264637007,3.550255269320843,1.4567047499999999,0.0,2.4928260885942057,1.5713245555409474
645.0,1.0002763844321865,0.0,0.24716627634660426,3.562948477751756,1.4566785,0.0,2.4955770407702667,1.572903016441969
646.0,1.000276372571426,0.0,0.24529274004683843,3.5756416861826694,1.4566522499999999,0.0,2.4983279929463276,1.5744814773429905
647.0,1.000276360710666,0.0,0.24341920374707265,3.588334894613583,1.456626,0.0,2.5010808400972016,1.5760582901126494
648.0,1.0002763488499056,0.0,0.24154566744730682,3.6010281030444964,1.4565997499999999,0.0,2.5038363733246536,1.5776327666997803
649.0,1.0002763369891452,0.0,0.23967213114754102,3.6137213114754094,1.4565735,0.0,2.5065919065521056,1.579207243286911
650.0,1.000276325128385,0.0,0.2377985948477752,3.626414519906323,1.45654725,0.0,2.509347439779557,1.5807817198740417
651.0,1.0002763132676247,0.0,0.23592505854800938,3.6391077283372364,1.456521,0.0,2.5121029730070092,1.5823561964611725
652.0,1.0002763014068645,0.0,0.2340515222482436,3.65180093676815,1.45649475,0.0,2.514859839249574,1.583928634773151
653.0,1.0002762895461041,0.0,0.23217798594847777,3.664494145199063,1.4564685,0.0,2.5176187594261448,1.585497932473586
654.0,1.000276278159496,0.0,0.23030444964871197,3.6771873536299764,1.45644225,0.0,2.5203776796027153,1.587067230174021
655.0,1.000276267088989,0.0,0.22843091334894616,3.68988056206089,1.456416,0.0,2.5231365997792863,1.588636527874456
656.0,1.0002762560184824,0.0,0.22655737704918033,3.702573770491803,1.45638975,0.0,2.5258955199558573,1.5902058255748912
657.0,1.0002762449479754,0.0,0.22468384074941453,3.7152669789227164,1.4563635,0.0,2.5286557793326003,1.5917733376750969
658.0,1.0002762338774684,0.0,0.22281030444964872,3.72796018735363,1.45633725,0.0,2.5314182851094005,1.593337854575226
659.0,1.0002762228069617,0.0,0.22093676814988292,3.7406533957845434,1.456311,0.0,2.534180790886201,1.594902371475355
660.0,1.0002762117364548,0.0,0.21988888888888888,3.752088888888889,1.45628475,0.0,2.5369432966630012,1.596466888375484
661.0,1.000276200665948,0.0,0.21966666666666668,3.7622666666666666,1.4562585000000001,0.0,2.539705802439802,1.5980314052756133
662.0,1.000276189595441,0.0,0.21944444444444444,3.7724444444444445,1.45623225,0.0,2.54246943442307,1.599594091664059
663.0,1.0002761785249343,0.0,0.21922222222222223,3.7826222222222223,1.4562060000000001,0.0,2.5452351268491484,1.6011534290532365
664.0,1.0002761674544274,0.0,0.219,3.7927999999999997,1.45617975,0.0,2.548000819275227,1.6027127664424141
665.0,1.0002761563839206,0.0,0.21877777777777777,3.8029777777777776,1.4561535,0.0,2.550766511701305,1.6042721038315917
666.0,1.0002761453134137,0.0,0.21855555555555556,3.8131555555555554,1.45612725,0.0,2.5535322041273836,1.6058314412207693
667.0,1.000276134242907,0.0,0.21833333333333332,3.8233333333333333,1.456101,0.0,2.5562992911357987,1.6073895171146675
668.0,1.0002761231724,0.0,0.21811111111111112,3.833511111111111,1.4560751937984497,0.0,2.5590691673130705,1.608945070014223
669.0,1.0002761128230233,0.0,0.21788888888888888,3.843688888888889,1.4560511627906978,0.0,2.561839043490343,1.6105006229137782
670.0,1.0002761024736466,0.0,0.21766666666666667,3.8538666666666668,1.4560271317829458,0.0,2.564608919667615,1.6120561758133336
671.0,1.00027609212427,0.0,0.21744444444444444,3.864044444444444,1.456003100775194,0.0,2.567378795844887,1.613611728712889
672.0,1.0002760817748932,0.0,0.21722222222222223,3.874222222222222,1.455979069767442,0.0,2.5701497328221863,1.6151659088124093
673.0,1.0002760714255163,0.0,0.217,3.8844,1.45595503875969,0.0,2.5729229953996753,1.6167170793116843
674.0,1.0002760610761396,0.0,0.21677777777777776,3.8945777777777777,1.455931007751938,0.0,2.575696257977164,1.6182682498109593
675.0,1.000276050726763,0.0,0.21655555555555556,3.9047555555555555,1.4559069767441861,0.0,2.578469520554653,1.619819420310234
676.0,1.0002760403773863,0.0,0.21633333333333332,3.9149333333333334,1.4558829457364342,0.0,2.5812427831321414,1.621370590809509
677.0,1.0002760300280096,0.0,0.21611111111111111,3.925111111111111,1.4558589147286822,0.0,2.584016979948531,1.6229203596169066
678.0,1.0002760196786329,0.0,0.21588888888888888,3.935288888888889,1.4558348837209303,0.0,2.586793429173155,1.6244667490078348
679.0,1.0002760093292562,0.0,0.21566666666666667,3.9454666666666665,1.4558108527131783,0.0,2.589569878397779,1.626013138398763
680.0,1.0002759989798795,0.0,0.21544444444444444,3.9556444444444443,1.4557868217054264,0.0,2.592346327622403,1.6275595277896913
681.0,1.0002759886305028,0.0,0.21522222222222223,3.965822222222222,1.4557627906976744,0.0,2.595122776847027,1.6291059171806193
682.0,1.000275978281126,0.0,0.215,3.976,1.4557387596899225,0.0,2.597900096621568,1.6306510554572837
683.0,1.0002759681955329,0.0,0.21477777777777776,3.986177777777778,1.4557147286821706,0.0,2.6006797335994647,1.6321928635559593
684.0,1.0002759585056151,0.0,0.21455555555555555,3.9963555555555557,1.4556906976744186,0.0,2.6034593705773617,1.633734671654635
685.0,1.0002759488156974,0.0,0.21433333333333332,4.0065333333333335,1.4556666666666667,0.0,2.606239007555258,1.6352764797533108
686.0,1.0002759391257794,0.0,0.2141111111111111,4.016711111111111,1.4556426356589147,0.0,2.609018644533155,1.6368182878519864
687.0,1.0002759294358616,0.0,0.21388888888888888,4.026888888888889,1.4556186046511628,0.0,2.6117990879109496,1.6383589871508024
