Wavelength (nm),Air_n,Air_k,Cu_n,Cu_k,SiO2_n,SiO2_k,Zn0.16_n,Zn0.16_k
344.0,1.0002866502345713,0.0,1.3612820512820514,1.8706666666666667,1.4781236038961039,0.0,1.5662475504657296,1.082943774424312
345.0,1.0002865576323314,0.0,1.3621367521367522,1.8751111111111112,1.4779479545454546,0.0,1.5703556523286482,1.0844632721215597
346.0,1.0002864650300918,0.0,1.362991452991453,1.8795555555555556,1.477772305194805,0.0,1.574455376589616,1.0859582530130993
347.0,1.0002863748680233,0.0,1.363846153846154,1.8840000000000001,1.4775966558441558,0.0,1.5785499328516677,1.0874381099078103
348.0,1.0002862944666397,0.0,1.3647008547008548,1.8884444444444446,1.4774210064935065,0.0,1.5826444891137192,1.088917966802521
349.0,1.0002862140652562,0.0,1.3655555555555556,1.8928888888888888,1.4772453571428572,0.0,1.5867390453757708,1.090397823697232
350.0,1.0002861336638726,0.0,1.3664102564102565,1.8973333333333333,1.4770697077922077,0.0,1.5908336016378224,1.0918776805919428
351.0,1.000286053262489,0.0,1.3672649572649573,1.9017777777777778,1.4768940584415584,0.0,1.5948510349673641,1.0933888869283186
352.0,1.0002859728611055,0.0,1.3681196581196582,1.9062222222222223,1.4767184090909091,0.0,1.598816708031205,1.0949211331211588
353.0,1.000285892459722,0.0,1.368974358974359,1.9106666666666667,1.4765427597402596,0.0,1.6027823810950461,1.096453379313999
354.0,1.0002858120583384,0.0,1.36982905982906,1.915111111111111,1.4763671103896103,0.0,1.606748054158887,1.0979856255068394
355.0,1.000285731656955,0.0,1.3694160583941606,1.9194452554744525,1.476191461038961,0.0,1.610713727222728,1.0995178716996796
356.0,1.0002856512555713,0.0,1.3686861313868615,1.9237518248175183,1.4760158116883118,0.0,1.614457064826457,1.101200569212841
357.0,1.0002855708541878,0.0,1.3679562043795621,1.928058394160584,1.4758401623376622,0.0,1.6180382826556547,1.1029929709275548
358.0,1.000285490452804,0.0,1.3672262773722628,1.9323649635036497,1.475664512987013,0.0,1.6216195004848528,1.1047853726422685
359.0,1.0002854100514205,0.0,1.3664963503649636,1.9366715328467154,1.4754888636363637,0.0,1.6252007183140507,1.1065777743569822
360.0,1.000285329650037,0.0,1.3657664233576643,1.9409781021897812,1.4753132142857144,0.0,1.6287819361432485,1.108370176071696
361.0,1.0002852492486534,0.0,1.365036496350365,1.945284671532847,1.4751375649350649,0.0,1.6323732731743317,1.1101524585845244
362.0,1.000285174905285,0.0,1.3643065693430658,1.9495912408759124,1.4750062614678898,0.0,1.6359726182046899,1.111926733098078
363.0,1.0002851046005932,0.0,1.3635766423357665,1.9538978102189781,1.474879885321101,0.0,1.639571963235048,1.1137010076116316
364.0,1.0002850342959013,0.0,1.3628467153284671,1.9582043795620439,1.474753509174312,0.0,1.6431713082654062,1.1154752821251852
365.0,1.0002849639912097,0.0,1.362116788321168,1.9625109489051096,1.474627133027523,0.0,1.6467706532957642,1.1172495566387388
366.0,1.0002848936865179,0.0,1.3613868613138687,1.9668175182481753,1.474500756880734,0.0,1.6503708555407772,1.1190079653527503
367.0,1.000284823381826,0.0,1.3606569343065695,1.971124087591241,1.474374380733945,0.0,1.6539717934539304,1.1207527579168544
368.0,1.0002847530771344,0.0,1.359779411764706,1.9755147058823532,1.474248004587156,0.0,1.6575727313670836,1.1224975504809585
369.0,1.0002846827724425,0.0,1.3575735294117648,1.9806617647058826,1.4741216284403669,0.0,1.6611736692802368,1.1242423430450623
370.0,1.0002846124677507,0.0,1.3553676470588236,1.985808823529412,1.473995252293578,0.0,1.66477460719339,1.1259871356091664
371.0,1.0002845421630588,0.0,1.3531617647058825,1.9909558823529414,1.473868876146789,0.0,1.6683747198785677,1.1277161387611352
372.0,1.0002844718583672,0.0,1.3509558823529413,1.9961029411764708,1.4737425,0.0,1.6719740649089259,1.1294304540708515
373.0,1.0002844015536754,0.0,1.3487500000000001,2.00125,1.473616123853211,0.0,1.6755734099392838,1.1311447693805676
374.0,1.0002843312489835,0.0,1.346544117647059,2.0063970588235294,1.473489747706422,0.0,1.679172754969642,1.132859084690284
375.0,1.000284260944292,0.0,1.3443382352941178,2.011544117647059,1.473363371559633,0.0,1.6827721,1.1345734
376.0,1.0002841906396,0.0,1.3421323529411766,2.016691176470588,1.4732369954128441,0.0,1.6863709490302945,1.1362727361077911
377.0,1.0002841287722577,0.0,1.3399264705882354,2.0218382352941178,1.473110619266055,0.0,1.6899692980605887,1.1379569722155822
378.0,1.0002840669049151,0.0,1.3377205882352943,2.026985294117647,1.4729842431192661,0.0,1.693567647090883,1.1396412083233733
379.0,1.0002840050375728,0.0,1.335514705882353,2.0321323529411766,1.472857866972477,0.0,1.6971659961211774,1.1413254444311645
380.0,1.0002839431702302,0.0,1.333308823529412,2.0372794117647057,1.472731490825688,0.0,1.7007643451514716,1.1430096805389556
381.0,1.0002838813028878,0.0,1.3311029411764708,2.0424264705882353,1.4726051146788992,0.0,1.7042497865709736,1.1447350429112597
382.0,1.0002838194355452,0.0,1.329685534591195,2.0472327044025156,1.47247873853211,0.0,1.707611883716418,1.1465053330719166
383.0,1.0002837575682029,0.0,1.329056603773585,2.051698113207547,1.4723523623853212,0.0,1.7109739808618625,1.1482756232325733
384.0,1.0002836957008603,0.0,1.328427672955975,2.0561635220125787,1.472225986238532,0.0,1.7143360780073071,1.1500459133932301
385.0,1.000283633833518,0.0,1.3277987421383648,2.06062893081761,1.4720996100917432,0.0,1.7176981751527516,1.1518162035538868
386.0,1.0002835719661753,0.0,1.3271698113207548,2.0650943396226413,1.4719732339449543,0.0,1.721035557420798,1.1535871322755813
387.0,1.000283510098833,0.0,1.3265408805031447,2.069559748427673,1.4718468577981652,0.0,1.7243436720325174,1.155358817188969
388.0,1.0002834482314904,0.0,1.3259119496855347,2.0740251572327044,1.4717204816513763,0.0,1.7276517866442367,1.157130502102357
389.0,1.000283386364148,0.0,1.3252830188679245,2.0784905660377357,1.4715941055045871,0.0,1.730959901255956,1.1589021870157448
390.0,1.0002833244968055,0.0,1.3246540880503146,2.0829559748427675,1.4714677293577982,0.0,1.7342680158676753,1.1606738719291325
391.0,1.0002832654743918,0.0,1.3240251572327044,2.087421383647799,1.4713413532110091,0.0,1.737577176879452,1.1624348312419324
392.0,1.0002832107193713,0.0,1.3233962264150945,2.09188679245283,1.4712149770642202,0.0,1.7408876818913244,1.164182014553752
393.0,1.0002831559643508,0.0,1.3227672955974843,2.096352201257862,1.4710886009174313,0.0,1.7441981869031966,1.165929197865572
394.0,1.0002831012093303,0.0,1.3221383647798743,2.1008176100628932,1.4709622247706422,0.0,1.747508691915069,1.1676763811773916
395.0,1.0002830464543095,0.0,1.3215094339622642,2.1052830188679246,1.4708358486238533,0.0,1.7508191969269413,1.1694235644892113
396.0,1.000282991699289,0.0,1.3208805031446542,2.1097484276729563,1.4707094724770642,0.0,1.754130700064003,1.1711605140492753
397.0,1.0002829369442685,0.0,1.320251572327044,2.1142138364779877,1.4705830963302753,0.0,1.7574435948160996,1.1728831954163688
398.0,1.000282882189248,0.0,1.318490566037736,2.1194339622641514,1.4704567201834864,0.0,1.7607564895681962,1.1746058767834622
399.0,1.0002828274342275,0.0,1.3159748427672957,2.1251572327044026,1.4703303440366973,0.0,1.7640693843202928,1.1763285581505558
400.0,1.000282772679207,0.0,1.3134591194968555,2.1308805031446543,1.4702039678899084,0.0,1.7673822790723892,1.1780512395176492
401.0,1.0002827179241864,0.0,1.3109433962264152,2.136603773584906,1.4700775917431192,0.0,1.7706973124850598,1.1797655258282738
402.0,1.0002826631691657,0.0,1.308427672955975,2.142327044025157,1.4699512155963304,0.0,1.7740155862974294,1.181467092337174
403.0,1.0002826084141452,0.0,1.3059119496855347,2.148050314465409,1.4698248394495415,0.0,1.777333860109799,1.1831686588460741
404.0,1.0002825536591247,0.0,1.3033962264150944,2.1537735849056605,1.4696984633027523,0.0,1.7806521339221684,1.1848702253549745
405.0,1.0002824989041041,0.0,1.3008805031446542,2.159496855345912,1.4695818327974277,0.0,1.783970407734538,1.1865717918638747
406.0,1.0002824489830124,0.0,1.298364779874214,2.1652201257861634,1.4694879421221865,0.0,1.7872943215466686,1.1882687711729694
407.0,1.0002824002704027,0.0,1.2958490566037737,2.170943396226415,1.4693940514469455,0.0,1.7906275353599943,1.189958186481092
408.0,1.0002823515577932,0.0,1.2933333333333334,2.1766666666666667,1.4693001607717042,0.0,1.79396074917332,1.1916476017892146
409.0,1.0002823028451835,0.0,1.2908176100628932,2.182389937106918,1.4692062700964632,0.0,1.7972939629866458,1.1933370170973372
410.0,1.000282254132574,0.0,1.288301886792453,2.1881132075471696,1.469112379421222,0.0,1.8006271767999715,1.1950264324054598
411.0,1.0002822054199645,0.0,1.2857861635220127,2.1938364779874213,1.4690184887459807,0.0,1.8039278519547794,1.196721970797284
412.0,1.0002821567073548,0.0,1.2832704402515724,2.199559748427673,1.4689245980707397,0.0,1.8071700307164367,1.198428516966559
413.0,1.0002821079947453,0.0,1.2807547169811322,2.205283018867924,1.4688307073954985,0.0,1.8104122094780941,1.200135063135834
414.0,1.0002820592821355,0.0,1.278779069767442,2.210988372093023,1.4687368167202572,0.0,1.8136543882397516,1.201841609305109
415.0,1.000282010569526,0.0,1.2770348837209302,2.2166860465116276,1.4686429260450162,0.0,1.816896567001409,1.2035481554743839
416.0,1.0002819618569165,0.0,1.2752906976744187,2.2223837209302326,1.468549035369775,0.0,1.8201051460183901,1.2052625641495753
417.0,1.0002819131443068,0.0,1.273546511627907,2.228081395348837,1.4684551446945338,0.0,1.8232477254195154,1.206992417060286
418.0,1.0002818644316973,0.0,1.2718023255813953,2.233779069767442,1.4683612540192927,0.0,1.8263903048206405,1.2087222699709965
419.0,1.0002818157190876,0.0,1.2700581395348838,2.2394767441860464,1.4682673633440515,0.0,1.8295328842217655,1.2104521228817071
420.0,1.0002817680404479,0.0,1.268313953488372,2.245174418604651,1.4681734726688103,0.0,1.8326754636228906,1.2121819757924177
421.0,1.0002817244976876,0.0,1.2665697674418606,2.250872093023256,1.4680795819935692,0.0,1.8358192438238037,1.213905761504199
422.0,1.0002816809549273,0.0,1.2648255813953488,2.2565697674418606,1.467985691318328,0.0,1.838965608025171,1.2156164912136858
423.0,1.000281637412167,0.0,1.2630813953488371,2.262267441860465,1.4678918006430868,0.0,1.8421119722265382,1.2173272209231725
424.0,1.0002815938694067,0.0,1.2613372093023256,2.2679651162790697,1.4677979099678458,0.0,1.8452583364279056,1.2190379506326592
425.0,1.0002815503266465,0.0,1.259593023255814,2.2736627906976743,1.4677040192926045,0.0,1.848404700629273,1.220748680342146
426.0,1.0002815067838862,0.0,1.2578488372093024,2.2793604651162793,1.4676101286173635,0.0,1.851552307845232,1.2224537859464817
427.0,1.0002814632411259,0.0,1.2561046511627907,2.285058139534884,1.4675162379421223,0.0,1.854702854619278,1.2241455913177497
428.0,1.0002814196983656,0.0,1.254360465116279,2.2907558139534885,1.467422347266881,0.0,1.857853401393324,1.2258373966890177
429.0,1.0002813761556053,0.0,1.2526162790697675,2.296453488372093,1.46732845659164,0.0,1.8610039481673704,1.2275292020602855
430.0,1.000281332612845,0.0,1.2508720930232557,2.3021511627906976,1.4672345659163988,0.0,1.8641544949414164,1.2292210074315535
431.0,1.000281289070085,0.0,1.2497549019607843,2.3072549019607846,1.4671406752411575,0.0,1.8673060906877978,1.2309076793039155
432.0,1.0002812455273247,0.0,1.249264705882353,2.311764705882353,1.4670467845659165,0.0,1.870460422889675,1.2325809594110055
433.0,1.0002812019845644,0.0,1.2487745098039216,2.3162745098039217,1.4669528938906753,0.0,1.8736147550915523,1.2342542395180953
434.0,1.000281158441804,0.0,1.2482843137254902,2.32078431372549,1.466859003215434,0.0,1.8767690872934295,1.2359275196251853
435.0,1.0002811175701205,0.0,1.2477941176470588,2.3252941176470587,1.466765112540193,0.0,1.8799234194953067,1.2376007997322753
436.0,1.0002810784791547,0.0,1.2473039215686275,2.3298039215686273,1.466675,0.0,1.8830809260959984,1.239271622240283
437.0,1.000281039388189,0.0,1.246813725490196,2.3343137254901962,1.4666000000000001,0.0,1.8862476086986661,1.240935340746761
438.0,1.000281000297223,0.0,1.2463235294117647,2.3388235294117647,1.466525,0.0,1.8894142913013336,1.242599059253239
439.0,1.0002809612062575,0.0,1.2458333333333333,2.3433333333333333,1.46645,0.0,1.8925809739040014,1.244262777759717
440.0,1.0002809221152917,0.0,1.245343137254902,2.347843137254902,1.466375,0.0,1.895747656506669,1.245926496266195
441.0,1.000280883024326,0.0,1.2448529411764706,2.3523529411764703,1.4663000000000002,0.0,1.8989152829605735,1.247586061091046
442.0,1.0002808439333601,0.0,1.2443627450980392,2.3568627450980393,1.4662250000000001,0.0,1.9020859489318995,1.2492322496684813
443.0,1.0002808048423946,0.0,1.2438725490196079,2.361372549019608,1.46615,0.0,1.9052566149032255,1.2508784382459166
444.0,1.0002807657514288,0.0,1.2433823529411765,2.3658823529411763,1.466075,0.0,1.9084272808745515,1.252524626823352
445.0,1.000280726660463,0.0,1.2428921568627451,2.370392156862745,1.466,0.0,1.9115979468458775,1.2541708154007873
446.0,1.0002806875694972,0.0,1.2424019607843138,2.3749019607843134,1.4659250000000001,0.0,1.9147694337524501,1.255813375256968
447.0,1.0002806484785316,0.0,1.2419117647058824,2.379411764705882,1.46585,0.0,1.917943885155615,1.2574428313612531
448.0,1.0002806093875658,0.0,1.241421568627451,2.383921568627451,1.465775,0.0,1.9211183365587798,1.2590722874655385
449.0,1.0002805702966,0.0,1.2409313725490196,2.3884313725490194,1.4657,0.0,1.9242927879619447,1.2607017435698236
450.0,1.00028053506173,0.0,1.2404411764705883,2.392941176470588,1.4656250000000002,0.0,1.9274672393651098,1.262331199674109
451.0,1.0002804998268602,0.0,1.2400487804878049,2.3974195121951216,1.4655500000000001,0.0,1.9306115459891078,1.2639714749709168
452.0,1.0002804645919905,0.0,1.2405365853658537,2.401614634146341,1.465475,0.0,1.9336328125824689,1.2656559102787206
453.0,1.0002804293571206,0.0,1.2410243902439024,2.4058097560975606,1.4654,0.0,1.93665407917583,1.2673403455865244
454.0,1.0002803941222507,0.0,1.2415121951219512,2.41000487804878,1.465325,0.0,1.939675345769191,1.2690247808943282
455.0,1.0002803588873808,0.0,1.242,2.4141999999999997,1.4652500000000002,0.0,1.942696612362552,1.2707092162021323
456.0,1.000280323652511,0.0,1.2424878048780488,2.418395121951219,1.4651750000000001,0.0,1.9457184421564997,1.2723910819072604
457.0,1.0002802884176412,0.0,1.2429756097560976,2.4225902439024387,1.4651,0.0,1.9487428959500646,1.2740609756141337
458.0,1.0002802531827713,0.0,1.2434634146341463,2.4267853658536582,1.465025,0.0,1.9517673497436296,1.2757308693210068
459.0,1.0002802179479013,0.0,1.2439512195121951,2.4309804878048777,1.46495,0.0,1.9547918035371947,1.27740076302788
460.0,1.0002801827130314,0.0,1.244439024390244,2.4351756097560973,1.4648750000000001,0.0,1.9578162573307596,1.2790706567347532
461.0,1.0002801474781617,0.0,1.2449268292682927,2.4393707317073168,1.4648,0.0,1.9608413974320336,1.2807383039827445
462.0,1.0002801122432918,0.0,1.2454146341463415,2.4435658536585367,1.464725,0.0,1.9638702330225348,1.282393854958914
463.0,1.000280077008422,0.0,1.2459024390243902,2.4477609756097563,1.46465,0.0,1.9668990686130363,1.2840494059350835
464.0,1.0002800431168177,0.0,1.246390243902439,2.4519560975609758,1.4645750000000002,0.0,1.9699279042035378,1.285704956911253
465.0,1.0002800112401125,0.0,1.2468780487804878,2.4561512195121953,1.4645000000000001,0.0,1.9729567397940393,1.2873605078874226
466.0,1.000279979363407,0.0,1.2473658536585366,2.460346341463415,1.464425,0.0,1.9759867994653473,1.2890146989103761
